id,title,journal,year,source_class,identifier,id_kind,verified,retrieval_status,mechanism_nodes,cohorts,has_abstract,abstract_source,link
epmc_med_41002745,"Exploring the Interplay of Antioxidants, Inflammation, and Oxidative Stress: Mechanisms, Therapeutic Potential, and Clinical Implications",Diseases,2025,narrative_review,10.3390/diseases13090309,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/diseases13090309
epmc_med_41011723,"Botany, Ethnomedicinal Uses, Biological Activities, Phytochemistry, and Technological Applications of Morinda citrifolia Plants",Molecules,2025,narrative_review,10.3390/molecules30183831,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/molecules30183831
epmc_med_41039872,Selected microRNAs as biomarkers in sarcoid-affected horses under immunotherapy with a mistletoe extract,Journal of Veterinary Diagnostic Investigation,2025,international_literature,10.1177/10406387251362820,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp|immune_checkpoint,,True,,https://doi.org/10.1177/10406387251362820
epmc_med_41070602,"<i>Astragalus</i>
                    polysaccharide as a potential antitumor immunomodulatory drug (Review)",Molecular Medicine Reports,2025,narrative_review,10.3892/mmr.2025.13706,doi,True,POINTER_ONLY,immune_checkpoint|oxidative_stress_redox,,True,,https://doi.org/10.3892/mmr.2025.13706
epmc_med_41090244,"Decreased Mitochondrial Translation Suppresses 3,3′‐Diindolylmethane‐Induced Reactive Oxygen Species Generation in
                    <i>Schizosaccharomyces Pombe</i>",Genes to Cells,2025,international_literature,10.1111/gtc.70056,doi,True,POINTER_ONLY,immune_checkpoint|oxidative_stress_redox,,True,,https://doi.org/10.1111/gtc.70056
epmc_med_41103946,Microbiome-mediated regulation of chemoradiotherapy response,Frontiers in Oncology,2025,narrative_review,10.3389/fonc.2025.1659467,doi,True,POINTER_ONLY,dna_damage_parp|immune_checkpoint|metabolic_fasting_glycolysis,,True,,https://doi.org/10.3389/fonc.2025.1659467
epmc_med_41135276,Sulforaphane targets STAT3-CKMT2-AS1 to suppress gastric cancer via PSMB8 downregulation and AIMP1 stabilization,Phytomedicine,2025,international_literature,10.1016/j.phymed.2025.157428,doi,True,POINTER_ONLY,,gastric,True,,https://doi.org/10.1016/j.phymed.2025.157428
epmc_med_41155457,Microbial-Based Green Synthesis of Silver Nanoparticles: A Comparative Review of Bacteria- and Fungi-Mediated Approaches,International Journal of Molecular Sciences,2025,observational,10.3390/ijms262010163,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/ijms262010163
epmc_med_41169705,Potential of Secondary Metabolite Compounds of Black Cumin Seeds (Nigella sativa L.) as Therapeutic Agents for Chronic Diseases,"Drug Design, Development and Therapy",2025,narrative_review,10.2147/dddt.s554704,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.2147/dddt.s554704
epmc_med_41201393,Racial and clinical determinants of response in 2304 large B-cell lymphomas treated with CD19 CAR T in clinical trials,Blood Advances,2026,international_literature,10.1182/bloodadvances.2025016361,doi,True,POINTER_ONLY,immune_checkpoint|oxidative_stress_redox,lymphoma,True,,https://doi.org/10.1182/bloodadvances.2025016361
epmc_med_41226228,Bioactive Potential of Terpenes from Mediterranean Scrub Plants: A Review,Molecules,2025,narrative_review,10.3390/molecules30214268,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid|oxidative_stress_redox,,True,,https://doi.org/10.3390/molecules30214268
epmc_med_41242563,Multifaceted role of primary cilia and ciliary proteins: A potential nexus for hedgehog signaling and prostate cancer,Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease,2026,narrative_review,10.1016/j.bbadis.2025.168120,doi,True,POINTER_ONLY,immune_checkpoint|microtubule_mitosis|oxidative_stress_redox,prostate,True,,https://doi.org/10.1016/j.bbadis.2025.168120
epmc_med_41268319,Exploring the potential of ginseng-derived compounds in treating cancer cachexia,Journal of Ginseng Research,2025,narrative_review,10.1016/j.jgr.2025.08.002,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1016/j.jgr.2025.08.002
