id,title,journal,year,source_class,identifier,id_kind,verified,retrieval_status,mechanism_nodes,cohorts,has_abstract,abstract_source,link,caveat
epmc_med_38323452,Effects of Traditional Chinese Medicine “Fuzheng Qingdu Decoction” on Autonomic Function and Cancer-Related Symptoms in Patients with Advanced Gastric Cancer undergoing Chemotherapy: A Controlled Trial,Integrative Cancer Therapies,2024,rct,10.1177/15347354241229414,doi,True,POINTER_ONLY,,gastric,True,,https://doi.org/10.1177/15347354241229414,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38327044,Protective effect of diindolylmethane‐enriched dietary cabbage against doxorubicin‐induced cardiotoxicity in mice,Journal of Applied Toxicology,2024,international_literature,10.1002/jat.4588,doi,True,VERIFIED,p53_apoptosis_cell_cycle,,True,,https://doi.org/10.1002/jat.4588,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38338288,Integrative Medicine for Cancer-Related Pain: A Narrative Review,Healthcare,2024,narrative_review,10.3390/healthcare12030403,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/healthcare12030403,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38338649,Targeting the Endocannabinoid System Present in the Glioblastoma Tumour Microenvironment as a Potential Anti-Cancer Strategy,International Journal of Molecular Sciences,2024,narrative_review,10.3390/ijms25031371,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid|immune_checkpoint|oxidative_stress_redox,glioma_gbm,True,,https://doi.org/10.3390/ijms25031371,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38340660,Aerial parts of Angelica sinensis supplementation for improved broiler growth and intestinal health,Poultry Science,2024,rct,10.1016/j.psj.2024.103473,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1016/j.psj.2024.103473,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38348393,A protein–miRNA biomic analysis approach to explore neuroprotective potential of nobiletin in human neural progenitor cells (hNPCs),Frontiers in Pharmacology,2024,international_literature,10.3389/fphar.2024.1343569,doi,True,POINTER_ONLY,dna_damage_parp|metabolic_fasting_glycolysis|oxidative_stress_redox|p53_apoptosis_cell_cycle,,True,,https://doi.org/10.3389/fphar.2024.1343569,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38362149,"Annona Muricata L. extract restores renal function, oxidative stress, immunohistochemical structure, and gene expression of TNF-α, IL-β1, and CYP2E1 in the kidney of DMBA-intoxicated rats",Frontiers in Pharmacology,2024,international_literature,10.3389/fphar.2024.1348145,doi,True,VERIFIED,electron_transport_oxphos|oxidative_stress_redox,,True,,https://doi.org/10.3389/fphar.2024.1348145,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38365417,"Operational feasibility of Plasmodium vivax radical cure with tafenoquine or primaquine following point-of-care, quantitative glucose-6-phosphate dehydrogenase testing in the Brazilian Amazon: a real-life retrospective analysis",The Lancet Global Health,2024,observational,10.1016/s2214-109x(23)00542-9,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1016/s2214-109x(23)00542-9,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38378656,Role of exhaled hydrogen sulfide in the diagnosis of colorectal cancer,BMJ Open Gastroenterology,2024,observational,10.1136/bmjgast-2023-001229,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp,colorectal,True,,https://doi.org/10.1136/bmjgast-2023-001229,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38378685,Fasting-mimicking diet causes hepatic and blood markers changes indicating reduced biological age and disease risk,Nature Communications,2024,rct,10.1038/s41467-024-45260-9,doi,True,VERIFIED,metabolic_fasting_glycolysis,,True,,https://doi.org/10.1038/s41467-024-45260-9,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38383711,Hepa-ToxMOA: a pathway-screening method for evaluating cellular stress and hepatic metabolic-dependent toxicity of natural products,Scientific Reports,2024,international_literature,10.1038/s41598-024-54634-4,doi,True,POINTER_ONLY,p53_apoptosis_cell_cycle,,True,,https://doi.org/10.1038/s41598-024-54634-4,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38384124,Effectiveness of Glutamine Oral Care in Reducing Oral Mucositis and Improving Oral Health After Neurosurgery: A Randomized Controlled Trial with Microbiome Analysis,Medical Science Monitor,2024,rct,10.12659/msm.942585,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.12659/msm.942585,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38390770,Kurarinone targets JAK2‐STAT3 signaling in colon cancer‐stem‐like cells,Cell Biochemistry and Function,2024,international_literature,10.1002/cbf.3959,doi,True,POINTER_ONLY,dna_damage_parp|oxidative_stress_redox|p53_apoptosis_cell_cycle,colorectal,True,,https://doi.org/10.1002/cbf.3959,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38392825,Medicinal Mushrooms as Multicomponent Mixtures—Demonstrated with the Example of Lentinula edodes,Journal of Fungi,2024,narrative_review,10.3390/jof10020153,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/jof10020153,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38393019,Phytocompounds and Regulation of Flavonoids in In Vitro-Grown Safflower Plant Tissue by Abiotic Elicitor CdCl2,Metabolites,2024,international_literature,10.3390/metabo14020127,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/metabo14020127,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38393067,Influence of Nutrient Deprivation on the Antioxidant Capacity and Chemical Profile of Two Diatoms from Genus Chaetoceros,Marine Drugs,2024,international_literature,10.3390/md22020096,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/md22020096,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38396676,New Derivatives of 1-(3-Methyl-1-Benzofuran-2-yl)Ethan-1-one: Synthesis and Preliminary Studies of Biological Activity,International Journal of Molecular Sciences,2024,international_literature,10.3390/ijms25041999,doi,True,POINTER_ONLY,immune_checkpoint|oxidative_stress_redox|p53_apoptosis_cell_cycle,colorectal|leukemia|prostate|renal,True,,https://doi.org/10.3390/ijms25041999,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38397194,Estrogenic Prenylated Flavonoids in Sophora flavescens,Genes,2024,commentary,10.3390/genes15020204,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/genes15020204,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38397382,Unveiling the Protective Role of Melatonin in Osteosarcoma: Current Knowledge and Limitations,Biomolecules,2024,narrative_review,10.3390/biom14020145,doi,True,POINTER_ONLY,dna_damage_parp|p53_apoptosis_cell_cycle,sarcoma,True,,https://doi.org/10.3390/biom14020145,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38398738,Laccases as Effective Tools in the Removal of Pharmaceutical Products from Aquatic Systems,Life,2024,narrative_review,10.3390/life14020230,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/life14020230,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38398802,Calorie Restriction and Time-Restricted Feeding: Effective Interventions in Overweight or Obese Patients Undergoing Radiotherapy Treatment with Curative Intent for Cancer,Nutrients,2024,clinical_trial,10.3390/nu16040477,doi,True,POINTER_ONLY,oxidative_stress_redox,breast,True,,https://doi.org/10.3390/nu16040477,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38398809,High Dose Fish Oil Added to Various Lipid Emulsions Normalizes Superoxide Dismutase 1 Activity in Home Parenteral Nutrition Patients,Nutrients,2024,rct,10.3390/nu16040485,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/nu16040485,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38410495,The effect of cannabinoids on wound healing: A review,Health Science Reports,2024,narrative_review,10.1002/hsr2.1908,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid,,True,,https://doi.org/10.1002/hsr2.1908,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38424572,"Effects of Spirulina supplementation in patients with ulcerative colitis: a double-blind, placebo-controlled randomized trial",BMC Complementary Medicine and Therapies,2024,rct,10.1186/s12906-024-04400-w,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1186/s12906-024-04400-w,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38434350,"Diallyl trisulfide inhibits osteosarcoma 143B cell migration, invasion and EMT by inducing autophagy",Heliyon,2024,international_literature,10.1016/j.heliyon.2024.e26681,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis|p53_apoptosis_cell_cycle,sarcoma,True,,https://doi.org/10.1016/j.heliyon.2024.e26681,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38443945,"The effects of intermittent fasting diet on quality of life, clinical symptoms, inflammation, and oxidative stress in overweight and obese postmenopausal women with rheumatoid arthritis: study protocol of a randomized controlled trial",Trials,2024,clinical_trial,10.1186/s13063-024-07977-2,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis|oxidative_stress_redox,,True,,https://doi.org/10.1186/s13063-024-07977-2,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38465214,Ginseng and ginsenosides on cardiovascular and pulmonary diseases; Pharmacological potentials for the coronavirus (COVID-19),Journal of Ginseng Research,2024,narrative_review,10.1016/j.jgr.2023.10.002,doi,True,POINTER_ONLY,spike_vaccine_cancer_signal,,True,,https://doi.org/10.1016/j.jgr.2023.10.002,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38473317,Melatonin and Its Role in the Epithelial-to-Mesenchymal Transition (EMT) in Cancer,Cancers,2024,narrative_review,10.3390/cancers16050956,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/cancers16050956,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38489718,Complementary and alternative medicine: A narrative review of nutritional approaches for cancer-related fatigue,Medicine,2024,narrative_review,10.1097/md.0000000000037480,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1097/md.0000000000037480,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38494922,"First‐in‐human study of <scp>JNJ</scp>‐67571244, a <scp>CD33</scp> × <scp>CD3</scp> bispecific antibody, in relapsed/refractory acute myeloid leukemia and myelodysplastic syndrome",Clinical and Translational Science,2024,clinical_trial,10.1111/cts.13742,doi,True,POINTER_ONLY,immune_checkpoint,leukemia,True,,https://doi.org/10.1111/cts.13742,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38502052,Marizomib for patients with newly diagnosed glioblastoma: A randomized phase 3 trial,Neuro-Oncology,2024,rct,10.1093/neuonc/noae053,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp|oxidative_stress_redox,glioma_gbm,True,,https://doi.org/10.1093/neuonc/noae053,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38510486,"Design, synthesis and activity evaluation of arctigenin derivatives with HDAC inhibition activity",RSC Advances,2024,international_literature,10.1039/d4ra00050a,doi,True,POINTER_ONLY,immune_checkpoint|p53_apoptosis_cell_cycle,,True,,https://doi.org/10.1039/d4ra00050a,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38515274,A phase I study of docetaxel plus synthetic lycopene in metastatic prostate cancer patients,Clinical and Translational Medicine,2024,clinical_trial,10.1002/ctm2.1627,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp|oxidative_stress_redox|perfusion_vascular_hypoxia,prostate,True,,https://doi.org/10.1002/ctm2.1627,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38521934,Efficacy and mechanisms of cannabis oil for alleviating side effects of breast cancer chemotherapy (CBC2): protocol for randomized controlled trial,BMC Complementary Medicine and Therapies,2024,clinical_trial,10.1186/s12906-024-04426-0,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid,breast,True,,https://doi.org/10.1186/s12906-024-04426-0,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38527793,Should I Take Aspirin? (SITA): randomised controlled trial of a decision aid for cancer chemoprevention,British Journal of General Practice,2024,rct,10.3399/bjgp.2023.0385,doi,True,POINTER_ONLY,,colorectal,True,,https://doi.org/10.3399/bjgp.2023.0385,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38529199,"Beneficial role of amygdalin extracts against animal growth regulator Boldjan induced cardiac toxicity, injury and oxidative stress in male rats",Toxicology Research,2024,international_literature,10.1093/toxres/tfae042,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1093/toxres/tfae042,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38529853,A randomized placebo-controlled double-blinded study comparing oral and subcutaneous administration of mistletoe extract for the treatment of equine sarcoid disease,Journal of Veterinary Internal Medicine,2024,rct,10.1111/jvim.17052,doi,True,VERIFIED,,,True,,https://doi.org/10.1111/jvim.17052,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38536116,Regular Use of Aspirin and Statins Reduces the Risk of Cancer in Individuals with Systemic Inflammatory Diseases,Cancer Research,2024,observational,10.1158/0008-5472.can-23-2941,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1158/0008-5472.can-23-2941,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38542492,Electrophilic Compounds in the Human Diet and Their Role in the Induction of the Transcription Factor NRF2,International Journal of Molecular Sciences,2024,narrative_review,10.3390/ijms25063521,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/ijms25063521,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38542772,"Efficacy and Tolerability of a Scutellaria lateriflora L. and Cistus × incanus L.-Based Chewing Gum on the Symptoms of Gingivitis: A Monocentric, Randomized, Double-Blind, Placebo-Controlled Clinical Trial",Nutrients,2024,rct,10.3390/nu16060862,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/nu16060862,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38545725,The effects of high-intensity interval training and iranian propolis extract on serum levels of TRPV4 and CYP2E1 proteins in patients with nonalcoholic fatty liver,La Tunisie Médicale,2024,rct,10.62438/tunismed.v102i1.4669,doi,True,POINTER_ONLY,electron_transport_oxphos|oxidative_stress_redox,liver_hcc,True,,https://doi.org/10.62438/tunismed.v102i1.4669,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38563850,Repurposing mebendazole against triple-negative breast cancer CNS metastasis,Journal of Neuro-Oncology,2024,international_literature,10.1007/s11060-024-04654-x,doi,True,POINTER_ONLY,microtubule_mitosis,breast,True,,https://doi.org/10.1007/s11060-024-04654-x,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38572369,The effects of nutrition and health education on the nutritional status of internally displaced schoolchildren in Cameroon: a randomised controlled trial,Journal of Nutritional Science,2024,rct,10.1017/jns.2024.8,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1017/jns.2024.8,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38577050,Overview of Popular Cosmeceuticals in Dermatology,Skin Health and Disease,2024,narrative_review,10.1002/ski2.340,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1002/ski2.340,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38584545,Antimicrobial Potential of Natural Compounds of Zingiberaceae Plants and their Synthetic Analogues: A Scoping Review of In vitro and In silico Approaches,Current Topics in Medicinal Chemistry,2024,narrative_review,10.2174/0115680266294573240328050629,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.2174/0115680266294573240328050629,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38589346,The effect of curcumin and high-content eicosapentaenoic acid supplementations in type 2 diabetes mellitus patients: a double-blinded randomized clinical trial,Nutrition &amp; Diabetes,2024,rct,10.1038/s41387-024-00274-6,doi,True,POINTER_ONLY,metabolic_fasting_glycolysis|oxidative_stress_redox|perfusion_vascular_hypoxia,,True,,https://doi.org/10.1038/s41387-024-00274-6,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38592012,Assessment of Integrative Therapeutic Methods for Improving the Quality of Life and Functioning in Cancer Patients—A Systematic Review,Journal of Clinical Medicine,2024,systematic_review,10.3390/jcm13051190,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/jcm13051190,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38609987,"The effect of an anti-malarial herbal remedy, Maytenus senegalensis, on electrocardiograms of healthy Tanzanian volunteers",Malaria Journal,2024,clinical_trial,10.1186/s12936-024-04935-w,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1186/s12936-024-04935-w,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38610922,Immunotherapy and Cannabis: A Harmful Drug Interaction or Reefer Madness?,Cancers,2024,international_literature,10.3390/cancers16071245,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp|immune_checkpoint|oxidative_stress_redox,,True,,https://doi.org/10.3390/cancers16071245,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38612466,"Unveiling Anti-Diabetic Potential of Baicalin and Baicalein from Baikal Skullcap: LC–MS, In Silico, and In Vitro Studies",International Journal of Molecular Sciences,2024,international_literature,10.3390/ijms25073654,doi,True,POINTER_ONLY,herb_drug_interaction_cyp_pgp|oxidative_stress_redox,pancreatic,True,,https://doi.org/10.3390/ijms25073654,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38612608,Research Progress on Bioactive Factors against Skin Aging,International Journal of Molecular Sciences,2024,narrative_review,10.3390/ijms25073797,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/ijms25073797,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38612968,"Extract from Aronia melanocarpa, Lonicera caerulea, and Vaccinium myrtillus Improves near Visual Acuity in People with Presbyopia",Nutrients,2024,rct,10.3390/nu16070926,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.3390/nu16070926,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38613500,Comparative Evaluation of Secondary Metabolite Chemodiversity of <i>Citrus</i> Genebank Collection in Greece: Can the Peel be More than Waste?,Journal of Agricultural and Food Chemistry,2024,observational,10.1021/acs.jafc.4c00486,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid,,True,,https://doi.org/10.1021/acs.jafc.4c00486,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38613513,Synthesis of Vicinal <i>anti</i>-Amino Alcohols from <i>N</i>-<i>tert</i>-Butanesulfinyl Aldimines and Cyclopropanols,The Journal of Organic Chemistry,2024,international_literature,10.1021/acs.joc.4c00198,doi,True,VERIFIED,,,True,,https://doi.org/10.1021/acs.joc.4c00198,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38622853,The Effect of Melatonin on Increasing the Health Related Quality of Life in Non-Metastatic Breast Cancer Patients: Three-Year Follow up a Clinical Trial,Integrative Cancer Therapies,2024,international_literature,10.1177/15347354241237520,doi,True,VERIFIED,,breast,True,,https://doi.org/10.1177/15347354241237520,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38623516,"Phytochemical composition of Lagenaria siceraria fruits from KwaZulu-Natal and Limpopo, South Africa",Food Chemistry: X,2024,international_literature,10.1016/j.fochx.2024.101338,doi,True,VERIFIED,,,True,,https://doi.org/10.1016/j.fochx.2024.101338,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38623586,Thymosin α1 combined with XELOX improves immune function and reduces serum tumor markers in colorectal cancer patients after radical surgery,Open Life Sciences,2024,international_literature,10.1515/biol-2022-0793,doi,True,POINTER_ONLY,oxidative_stress_redox,colorectal,True,,https://doi.org/10.1515/biol-2022-0793,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38632641,Effect of preoperative immunonutrition on postoperative short-term clinical outcomes in patients with gastric cancer cachexia: a prospective randomized controlled trial,World Journal of Surgical Oncology,2024,rct,10.1186/s12957-024-03348-y,doi,True,POINTER_ONLY,cannabinoid_endocannabinoid|oxidative_stress_redox,gastric,True,,https://doi.org/10.1186/s12957-024-03348-y,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38647811,In vitro assessment of multipotential therapeutic importance of Hericium erinaceus mushroom extracts using different solvents,Bioresources and Bioprocessing,2022,international_literature,10.1186/s40643-022-00592-6,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.1186/s40643-022-00592-6,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38652132,Effects of Chemicals in Reporter Gene Bioassays with Different Metabolic Activities Compared to Baseline Toxicity,Chemical Research in Toxicology,2024,observational,10.1021/acs.chemrestox.4c00017,doi,True,POINTER_ONLY,electron_transport_oxphos|immune_checkpoint,,True,,https://doi.org/10.1021/acs.chemrestox.4c00017,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38656007,Biological action of melatonin on target receptors in breast cancer,Revista da Associação Médica Brasileira,2024,narrative_review,10.1590/1806-9282.20231260,doi,True,VERIFIED,,breast,False,,https://doi.org/10.1590/1806-9282.20231260,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38656620,Neuropsychiatric complications of coronavirus disease 2019: Mount Sinai Health System cohort study,Journal of Neurology,2024,international_literature,10.1007/s00415-024-12370-9,doi,True,POINTER_ONLY,oxidative_stress_redox,,True,,https://doi.org/10.1007/s00415-024-12370-9,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38660314,Potential application mechanism of traditional Chinese medicine in treating immune checkpoint inhibitor-induced colitis,Frontiers in Immunology,2024,narrative_review,10.3389/fimmu.2024.1366489,doi,True,POINTER_ONLY,immune_checkpoint,lung|melanoma,True,,https://doi.org/10.3389/fimmu.2024.1366489,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38667775,Chemical Constituents and Biological Activities of Bruguiera Genus and Its Endophytes: A Review,Marine Drugs,2024,narrative_review,10.3390/md22040158,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/md22040158,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38672690,Patients with Advanced or Metastasised Non-Small-Cell Lung Cancer with Viscum album L. Therapy in Addition to PD-1/PD-L1 Blockade: A Real-World Data Study,Cancers,2024,international_literature,10.3390/cancers16081609,doi,True,POINTER_ONLY,immune_checkpoint|oxidative_stress_redox,lung,True,,https://doi.org/10.3390/cancers16081609,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38674064,Comparative Analysis of Olive-Derived Phenolic Compounds’ Pro-Melanogenesis Effects on B16F10 Cells and Epidermal Human Melanocytes,International Journal of Molecular Sciences,2024,observational,10.3390/ijms25084479,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/ijms25084479,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38674895,"The Possible Synergistic Pharmacological Effect of an Oral Berberine (BBR) and Curcumin (CUR) Complementary Therapy Alleviates Symptoms of Irritable Bowel Syndrome (IBS): Results from a Real-Life, Routine Clinical Practice Settings-Based Study",Nutrients,2024,observational,10.3390/nu16081204,doi,True,POINTER_ONLY,,,True,,https://doi.org/10.3390/nu16081204,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38674926,Mechanism of Action of Melatonin as a Potential Adjuvant Therapy in Inflammatory Bowel Disease and Colorectal Cancer,Nutrients,2024,narrative_review,10.3390/nu16081236,doi,True,POINTER_ONLY,electron_transport_oxphos|oxidative_stress_redox,colorectal,True,,https://doi.org/10.3390/nu16081236,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38675421,The Stable Gastric Pentadecapeptide BPC 157 Pleiotropic Beneficial Activity and Its Possible Relations with Neurotransmitter Activity,Pharmaceuticals,2024,narrative_review,10.3390/ph17040461,doi,True,POINTER_ONLY,immune_checkpoint|oxidative_stress_redox,,True,,https://doi.org/10.3390/ph17040461,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38675443,State-of-the-Art Review on Botanical Hybrid Preparations in Phytomedicine and Phytotherapy Research: Background and Perspectives,Pharmaceuticals,2024,narrative_review,10.3390/ph17040483,doi,True,POINTER_ONLY,immune_checkpoint|oxidative_stress_redox,,True,,https://doi.org/10.3390/ph17040483,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
epmc_med_38675640,The Synthesis of 2′-Hydroxychalcones under Ball Mill Conditions and Their Biological Activities,Molecules,2024,international_literature,10.3390/molecules29081819,doi,True,POINTER_ONLY,,melanoma,True,,https://doi.org/10.3390/molecules29081819,caveat:L1_literature_index;not_medical_advice;indexed_presence_is_not_efficacy;correlation_is_not_causation
